VMG CAFE,ぶいえむじーかふぇ,0400065,北海道函館市 豊川町11-8,0120-210-289,十字街駅,十字街駅から直線距離で242m,海抜0m,カフェ,41.76623935,140.71792992,https://r.gnavi.co.jp/sf4fpybg0000/
プティ メルヴィーユ 赤レンガ倉庫BAYはこだて店,ぷてぃめるゔぃーゆあかれんがそうこべいはこだててん,0400065,北海道函館市 豊川町11-5,0138-84-5677,十字街駅,十字街駅から直線距離で348m,海抜0m,カフェ,41.76714453,140.71754112,https://r.gnavi.co.jp/3dz58ard0000/
軽食喫茶 たんぽぽ,けいしょくきっさたんぽぽ,0400063,北海道函館市 若松町33-6 函館市総合福祉センター1F,0138-27-9711,函館駅,函館駅から直線距離で527m,海抜1m,喫茶店・軽食,41.77718654,140.73071253,https://r.gnavi.co.jp/d87j8tdm0000/
カフェ＆レストランベリー・ベリー・ビースト,かふえあんどれすとらんべりーべりーびーすと,0400043,北海道函館市宝来町２３−３,0138-26-7364,宝来町駅,宝来町駅から直線距離で172m,海抜4m,喫茶店,41.76225411,140.7205846,
自家焙煎珈琲Ｃａｆｅ・ＴＵＴＵ,じかばいせんこーひーつつ,0400053,北海道函館市末広町１３−５,0138-27-9199,十字街駅,十字街駅から直線距離で239m,海抜1m,"カフェ
コーヒー専門店
喫茶店",41.76597576,140.7172208,
マリオドール,まりおどーる,0400053,北海道函館市 末広町12-7,0138-22-5671,十字街駅,十字街駅から直線距離で248m,海抜1m,喫茶店・軽食,41.76604019,140.71715619,https://r.gnavi.co.jp/etwzh6m10000/
Cafe TUTU,かふぇとぅとぅ,0400053,北海道函館市 末広町13-5 TUTUBLDG 1F,0138-27-9199,十字街駅,十字街駅から直線距離で234m,海抜1m,カフェ,41.76591244,140.71720063,https://r.gnavi.co.jp/hv4rbu270000/
甘味処鎌倉函館赤レンガ倉庫店,かんみどころかまくらはこだてあかれんがそうこてん,0400053,北海道函館市末広町13-9 金森洋物館,0138-85-8578,十字街駅,十字街駅から直線距離で283m,海抜1m,甘味処,41.76630433,140.71692473,https://r.gnavi.co.jp/ha6h800/
Meet’n Loaf,みーとあんろーふ,0400053,北海道函館市 末広町7-6,0138-86-5480,十字街駅,十字街駅から直線距離で125m,海抜4m,カフェ,41.76302851,140.71894944,https://r.gnavi.co.jp/jdz72e1d0000/
高島屋珈琲 銀座通り店,たかしまやこーひーぎんざどおりてん,0400043,北海道函館市 宝来町22-13,0138-22-6114,宝来町駅,宝来町駅から直線距離で153m,海抜4m,コーヒー,41.76212054,140.71989664,https://r.gnavi.co.jp/k6mp7gtg0000/
茶房旧茶屋亭,さぼうきゅうちゃやてい,0400053,北海道函館市 末広町14-28,0138-22-4418,十字街駅,十字街駅から直線距離で292m,海抜1m,カフェ,41.76601515,140.71624794,https://r.gnavi.co.jp/3dr2ttjv0000/
ポピー喫茶店,ぽぴーきっさてん,0400043,北海道函館市 宝来町8-6,0138-22-8090,宝来町駅,宝来町駅から直線距離で180m,海抜6m,喫茶店・軽食,41.76207882,140.71883555,https://r.gnavi.co.jp/5s1tg72z0000/
Ichigo syrup,いちごしろっぷ,0784108,北海道苫前郡羽幌町 南大通5,0164-62-3476,,,海抜10m,クレープ,44.36325575,141.69850918,https://r.gnavi.co.jp/4rtv99rr0000/
喫茶イフ,きっさいふ,0784108,北海道苫前郡羽幌町 南大通3,0164-62-1406,,,海抜8m,喫茶店・軽食,44.36427297,141.70081244,https://r.gnavi.co.jp/spxv8byd0000/
イフ,いふ,0784108,北海道苫前郡羽幌町南大通３丁目,0164-62-1406,,,海抜8m,喫茶店,44.36433315,141.70088357,
喫茶グットマン,きっさぐっとまん,0784103,北海道苫前郡羽幌町 南三条3,0164-62-3477,,,海抜8m,喫茶店・軽食,44.36406769,141.70220413,https://r.gnavi.co.jp/hbz52pvd0000/
喫茶 ガロ,きっさがろ,0784104,北海道苫前郡羽幌町 南四条3,0164-62-1529,,,海抜9m,喫茶店・軽食,44.36372051,141.70270683,https://r.gnavi.co.jp/772fn62w0000/
茶据夢軽食＆喫茶,ちゃいむけいしょくあんどきっさ,0784107,北海道苫前郡羽幌町南７条４丁目１１,0164-62-2075,,,海抜11m,喫茶店,44.36027267,141.70468068,
きりきり,きりきり,0784123,北海道苫前郡羽幌町栄町１０６−４,0164-62-3480,,,海抜27m,喫茶店,44.35621999,141.69326542,
Cafe KIRIKIRI,かふぇきりきり,0784123,北海道苫前郡羽幌町 栄町106-4,0164-62-3480,,,海抜26m,カフェ,44.35556548,141.6930669,https://r.gnavi.co.jp/7w5se5e10000/
Cafe de Atelier おくむら,かふぇどあとりえおくむら,0783871,北海道苫前郡羽幌町 焼尻東浜,01648-2-3747,,,海抜32m,喫茶店・軽食,44.44005522,141.42548683,https://r.gnavi.co.jp/424x7cw30000/
カラオケ喫茶藍,からおけきっさあい,0985711,北海道枝幸郡浜頓別町北１条１丁目７,01634-2-4081,,,海抜8m,"カラオケ喫茶
喫茶店",45.12536472,142.36213665,
エリート喫茶,えりーときっさ,0881512,北海道厚岸郡浜中町 霧多布東二条1-86,0153-62-2920,浜中駅,浜中駅から直線距離で9054m,海抜4m,喫茶店・軽食,43.07933557,145.13096209,https://r.gnavi.co.jp/h8vb5nr30000/
トラストインフォメーション,とらすといんふぉめーしょん,0881531,北海道厚岸郡浜中町 仲の浜122,0153-62-4600,茶内駅,茶内駅から直線距離で8486m,海抜2m,喫茶店・軽食,43.06543221,145.08501481,https://r.gnavi.co.jp/n30508wa0000/
霧多布湿原トラスト　カフェ,きりたっぷしつげんとらすとかふぇ,0881531,北海道厚岸郡浜中町仲の浜１２２,0153-62-2008,茶内駅,茶内駅から直線距離で8506m,海抜2m,"カフェ
喫茶店",43.06514936,145.08489093,
やちぼうずcafe,やちぼうずかふぇ,0881531,北海道厚岸郡浜中町 仲の浜122,0153-62-4600,茶内駅,茶内駅から直線距離で8502m,海抜2m,喫茶店・軽食,43.06516551,145.08481762,https://r.gnavi.co.jp/pcwp167h0000/
ＭＩＬＫＳＴＡＮＤ・エスペリオ（ｅｓｐｅｒｉｏ）,みるくすたんどえすぺりお,0711562,北海道上川郡東神楽町東２線１６−９８,0166-73-6608,千代ケ岡駅,千代ケ岡駅から直線距離で3043m,海抜205m,カフェ,43.67106558,142.45376937,
アイス工房 田村ファーム Clover,あいすこうぼうたむらふぁーむくろーばー,0711562,北海道上川郡東神楽町 東2線16-97,0166-83-7570,千代ケ岡駅,千代ケ岡駅から直線距離で3008m,海抜208m,甘味処,43.67027648,142.45850742,https://r.gnavi.co.jp/16t7tvz00000/
東御料館,ひがしごりょうかん,0711521,北海道上川郡東神楽町 ひじり野北1条10-1-23,0166-83-2490,西御料駅,西御料駅から直線距離で2525m,海抜138m,喫茶店・軽食,43.72831638,142.40114529,https://r.gnavi.co.jp/r5chx1z10000/
liko to go．,りことぅーごー,0711423,北海道上川郡東川町 東町1-1-1,0166-85-6336,千代ケ岡駅,千代ケ岡駅から直線距離で7538m,海抜218m,カフェ,43.69761079,142.50785427,https://r.gnavi.co.jp/8mntm6uc0000/
ON THE TABLE,おんざてーぶる,0711424,北海道上川郡東川町 南町1-1-6 Less Higashikawa 2F,0166-73-6328,千代ケ岡駅,千代ケ岡駅から直線距離で7482m,海抜218m,喫茶店・軽食,43.6968025,142.50815427,https://r.gnavi.co.jp/atd96by80000/
ノマド,のまど,0711423,北海道上川郡東川町 東町2-3-20,0166-85-6100,千代ケ岡駅,千代ケ岡駅から直線距離で7542m,海抜220m,喫茶店・軽食,43.6950087,142.51232347,https://r.gnavi.co.jp/p3aah32x0000/
月の恩返し,つきのおんがえし,0711425,北海道上川郡東川町 西町2-8-6,0166-82-4685,千代ケ岡駅,千代ケ岡駅から直線距離で7272m,海抜212m,カフェ,43.69777989,142.50190482,https://r.gnavi.co.jp/41sunsd40000/
ジャム＆カフェ Tam Jam,じゃむあんどかふぇたむじゃむ,0711403,北海道上川郡東川町 西3号北12,0166-67-2729,千代ケ岡駅,千代ケ岡駅から直線距離で8478m,海抜220m,カフェ,43.70113044,142.52031098,https://r.gnavi.co.jp/dyydmctr0000/
RAKUDA CAFE,らくだかふぇ,0711424,北海道上川郡東川町 南町4-4-17,0166-74-5415,千代ケ岡駅,千代ケ岡駅から直線距離で7483m,海抜226m,カフェ,43.69124553,142.51678979,https://r.gnavi.co.jp/2m1t4h3w0000/
TOPENI COFFEESTAND,とっぺにこーひーすたんど,0711405,北海道上川郡東川町 西5号北11,0166-73-9313,千代ケ岡駅,千代ケ岡駅から直線距離で8626m,海抜210m,コーヒー,43.70850126,142.51001985,https://r.gnavi.co.jp/85vwtrtb0000/
Natsuかふぇ,なつかふぇ,0711426,北海道上川郡東川町 北町5-9-1,0166-74-8175,西聖和駅,西聖和駅から直線距離で7803m,海抜205m,カフェ,43.70537022,142.49799891,https://r.gnavi.co.jp/d7a0srw50000/
Ｎａｔｕｒｅｓ,ねいちゃーず,0711405,北海道上川郡東川町西５号北３５,0166-56-6595,東旭川駅,東旭川駅から直線距離で8869m,海抜199m,"カフェ
喫茶店",43.72492535,142.52550929,
奥泉,おくいずみ,0711434,北海道上川郡東川町東４号北２,0166-56-0280,千代ケ岡駅,千代ケ岡駅から直線距離で8305m,海抜253m,中国茶専門店,43.67905928,142.54175795,
yoshinori coffee,よしのりこーひー,0711426,北海道上川郡東川町 北町12-11-1,0166-56-0099,東旭川駅,東旭川駅から直線距離で7148m,海抜183m,カフェ,43.71758719,142.47711138,https://r.gnavi.co.jp/r6826gp30000/
Cafe HANA,かふぇはな,0711431,北海道上川郡東川町 1-北44,0166-82-3859,,,海抜222m,カフェ,43.7158552,142.55530629,https://r.gnavi.co.jp/9aw722t00000/
ドッグカフェ SUNNY SPOT,どっぐかふぇさにーすぽっと,0711411,北海道上川郡東川町 西11-北24,0166-82-4004,東旭川駅,東旭川駅から直線距離で5915m,海抜177m,カフェ,43.73365488,142.48504801,https://r.gnavi.co.jp/8ejvjah00000/
Wednesdaycafe＆bake,うぇんずでぃかふぇあんどべいく,0711438,北海道上川郡東川町 東8号北1 Wendnesday cafe&bake,0166-85-6283,北美瑛駅,北美瑛駅から直線距離で8680m,海抜274m,カフェ,43.6684674,142.56152351,https://r.gnavi.co.jp/b1dngubr0000/
北の住まい設計社 Cafe＆Bakery,きたのすまいせっけいしゃかふぇあんどべーかりー,0711437,北海道上川郡東川町 東7号北7線,0166-82-4556,,,海抜237m,カフェ,43.70701644,142.58594557,https://r.gnavi.co.jp/82x2ga860000/
ティールームトムテ,てぃーるーむとむて,0711460,北海道上川郡東川町東１０号南５,0166-82-6522,北美瑛駅,北美瑛駅から直線距離で8443m,海抜290m,喫茶店,43.65720177,142.56909023,
カフェ 勇輪,かふぇゆうりん,0550004,北海道沙流郡日高町 富川東5-21-8,01456-2-3586,,,海抜15m,カフェ,42.50552133,142.03993321,https://r.gnavi.co.jp/jm19ebud0000/
ありすかふぇ,ありすかふぇ,0550007,北海道沙流郡日高町 富川西2-7-25,01456-2-3352,鵡川駅,鵡川駅から直線距離で9743m,海抜47m,カフェ,42.52461213,142.01691453,https://r.gnavi.co.jp/duddjvw50000/
goody,ぐっでぃ,0892615,北海道広尾郡広尾町 本通7-6,01558-2-6757,,,海抜30m,喫茶店・軽食,42.28747376,143.31573933,https://r.gnavi.co.jp/hn5kadsw0000/
Bay Lounge Coffee,べいらうんじこーひー,0892615,北海道広尾郡広尾町 本通9-2-1,01558-2-4789,,,海抜31m,カフェ,42.28862093,143.31475323,https://r.gnavi.co.jp/9jch05d60000/
紅花,べにか,0892615,北海道広尾郡広尾町本通７丁目,01558-2-2683,,,海抜28m,喫茶店,42.28783377,143.3164694,
北工房,きたこうぼう,0710205,北海道上川郡美瑛町 栄町3-5-31,0166-92-1447,美瑛駅,美瑛駅から直線距離で340m,海抜237m,コーヒー,43.58824307,142.46321215,https://r.gnavi.co.jp/8crkszrw0000/
cafe Toriko,かふぇとりこ,0710209,北海道上川郡美瑛町 寿町3-1-2,0166-92-5696,美瑛駅,美瑛駅から直線距離で864m,海抜243m,カフェ,43.5856166,142.46928625,https://r.gnavi.co.jp/cd5sh0ks0000/
ｋｏｉｙａ,こいや,0710208,北海道上川郡美瑛町本町１丁目５−８,0166-73-3434,美瑛駅,美瑛駅から直線距離で163m,海抜237m,カフェ,43.59082847,142.4636708,
Hotel Unica ／Unicafe,ほてるうにかうにかふぇ,0710208,北海道上川郡美瑛町 本町1-5-20,0166-85-7227,美瑛駅,美瑛駅から直線距離で134m,海抜237m,カフェ,43.59043443,142.46307601,https://r.gnavi.co.jp/92d9ur5p0000/
メルヘンはなのき,めるへんはなのき,0710202,北海道上川郡美瑛町 南町2-5-21,0166-73-8777,美瑛駅,美瑛駅から直線距離で815m,海抜240m,カフェ,43.58452147,142.4661595,https://r.gnavi.co.jp/9x9j1cjm0000/
喫茶すずらん,きつさすずらん,0710207,北海道上川郡美瑛町中町１丁目５−３５,0166-64-6252,美瑛駅,美瑛駅から直線距離で307m,海抜237m,喫茶店,43.59194789,142.46530668,
あさひ町珈琲,あさひまちこーひー,0710212,北海道上川郡美瑛町 旭町1-1-37,0166-92-5660,美瑛駅,美瑛駅から直線距離で635m,海抜237m,カフェ,43.59460885,142.46789179,https://r.gnavi.co.jp/71r10x340000/
花人カフェ,かじんかふぇ,0710206,北海道上川郡美瑛町北町２丁目２−１３,0166-74-8274,美瑛駅,美瑛駅から直線距離で395m,海抜233m,"カフェ
喫茶店
カフェバー",43.59419461,142.45929599,
木のいいなかま,きのいいなかま,0710201,北海道上川郡美瑛町丸山２丁目５−２１,0166-92-2008,美瑛駅,美瑛駅から直線距離で1586m,海抜248m,喫茶店,43.58462695,142.47919477,
四季の風,しきのかぜ,0710246,北海道上川郡美瑛町字福富憩,0166-92-0636,美瑛駅,美瑛駅から直線距離で1199m,海抜236m,"そば
喫茶店",43.58178755,142.45418615,
あるうのぱいん,あるうのぱいん,0710218,北海道上川郡美瑛町字大村村山１０８７−１６,0166-92-3229,美瑛駅,美瑛駅から直線距離で1209m,海抜278m,カフェ,43.59884097,142.45117704,
フェルム ラ・テール美瑛,ふぇるむらてーるびえい,0710218,北海道上川郡美瑛町 字大村村山,0166-74-4417,美瑛駅,美瑛駅から直線距離で1209m,海抜278m,カフェ,43.59880472,142.45111267,https://r.gnavi.co.jp/2a0zk9mu0000/
まるはち佐藤商店,まるはちさとうしょうてん,0710461,北海道上川郡美瑛町美馬牛北３丁目２−１,0166-73-4187,美馬牛駅,美馬牛駅から直線距離で120m,海抜285m,カフェ,43.53818988,142.44603139,
ゴーシュ（Ｇｏｓｈ）自家焙煎珈琲店,ごーしゅじかばいせんこおひいてん,0710461,北海道上川郡美瑛町美馬牛北３丁目４−２１,0166-95-2052,美馬牛駅,美馬牛駅から直線距離で338m,海抜293m,コーヒー専門店,43.53870362,142.44330661,
自家焙煎珈琲店Gosh,じかばいせんこーひーてんごーしゅ,0710461,北海道上川郡美瑛町 美馬牛北3-4-21,0166-95-2052,美馬牛駅,美馬牛駅から直線距離で341m,海抜293m,カフェ,43.53866816,142.44324321,https://r.gnavi.co.jp/ebt8y7v90000/
リーズカフェ,りーずかふぇ,0710223,北海道上川郡美瑛町 五稜第一,0166-68-7821,千代ケ岡駅,千代ケ岡駅から直線距離で4936m,海抜253m,カフェ,43.6184719,142.40071608,https://r.gnavi.co.jp/2j84whk50000/
Ritz Garden Niji,りっつがーでんにじ,0710473,北海道上川郡美瑛町 新星第3,0166-95-2492,美馬牛駅,美馬牛駅から直線距離で1776m,海抜306m,カフェ,43.52835958,142.4651863,https://r.gnavi.co.jp/fdunb1d20000/
Cafelodge Touch Wood,かふぇろっじたっちうっど,0710473,北海道上川郡美瑛町 新星第3,0166-73-3221,美馬牛駅,美馬牛駅から直線距離で1776m,海抜306m,カフェ,43.52835958,142.4651863,https://r.gnavi.co.jp/nx9pbmys0000/
おうるの森,おうるのもり,0710200,北海道上川郡美瑛町 五稜第5,0166-92-0707,美瑛駅,美瑛駅から直線距離で6578m,海抜293m,カフェ,43.59741799,142.38069194,https://r.gnavi.co.jp/j1r92mkw0000/
atelier nipek cafe＆gallery,あとりえにぺくかふぇあんどぎゃらりー,0710236,北海道上川郡美瑛町 字美沢希望,0166-74-8169,美馬牛駅,美馬牛駅から直線距離で7162m,海抜335m,カフェ,43.52771871,142.53469599,https://r.gnavi.co.jp/ktdct4vs0000/
歩人,ほびっと,0710236,北海道上川郡美瑛町 美沢美生,0166-92-2953,美馬牛駅,美馬牛駅から直線距離で9449m,海抜361m,喫茶店・軽食,43.53016575,142.56357349,https://r.gnavi.co.jp/c9k2ud7d0000/
日用品と喫茶Ｔａｐｅ,にちようひんときっさてーぷ,0720026,北海道美唄市西３条南３丁目３−１,0126-38-5306,美唄駅,美唄駅から直線距離で571m,海抜24m,"カフェ
喫茶店",43.32996204,141.85517401,
亜豆,あず,0720025,北海道美唄市 西二条南2-3-24,0126-63-3665,美唄駅,美唄駅から直線距離で410m,海抜23m,喫茶店・軽食,43.33072295,141.85703334,https://r.gnavi.co.jp/5ef6pfe10000/
並樹,なみき,0720024,北海道美唄市 西1条南3-1-33,0126-64-2727,美唄駅,美唄駅から直線距離で348m,海抜24m,喫茶店・軽食,43.33007047,141.85798054,https://r.gnavi.co.jp/sn73f3xz0000/
鹿,しか,0720024,北海道美唄市 西一条南3-1-5,0126-62-1778,美唄駅,美唄駅から直線距離で328m,海抜24m,喫茶店・軽食,43.32955669,141.85853884,https://r.gnavi.co.jp/6uh4ak0z0000/
クックカフェ旅の途中に,くっくかふぇたびのとちゅうに,0720012,北海道美唄市 東一条南2-2-2,0126-63-1333,美唄駅,美唄駅から直線距離で144m,海抜25m,カフェ,43.33019831,141.86068021,https://r.gnavi.co.jp/fgee44kd0000/
Bibliotheque,びぶりおてーく,0982241,北海道中川郡美深町 西1条南5,01656-8-7039,美深駅,美深駅から直線距離で622m,海抜77m,カフェ,44.47784111,142.34711802,https://r.gnavi.co.jp/g4nxz9hb0000/
アートビレッジ恩根内,あーとびれっじおんねない,0982361,北海道中川郡美深町 恩根内25,01656-9-6005,天塩川温泉駅,天塩川温泉駅から直線距離で8005m,海抜58m,カフェ,44.59957629,142.30094857,https://r.gnavi.co.jp/rcmfewg60000/
喫茶えくぼ,きっさえくぼ,0920053,北海道網走郡美幌町 東3条北2-1 美幌町保健福祉センター しゃきっとプラザ,0152-72-5575,美幌駅,美幌駅から直線距離で1415m,海抜24m,喫茶店・軽食,43.82361245,144.10774784,https://r.gnavi.co.jp/meu7k9ka0000/
すまいる,すまいる,0920051,北海道網走郡美幌町字東１条北１丁目１８,0152-77-3622,美幌駅,美幌駅から直線距離で1455m,海抜26m,カラオケ喫茶,43.82321806,144.10517514,
マドレーヌ,まどれーぬ,0920050,北海道網走郡美幌町 大通北2,0152-73-2690,美幌駅,美幌駅から直線距離で1291m,海抜25m,喫茶店・軽食,43.82480376,144.10377594,https://r.gnavi.co.jp/j28sf7e40000/
おうちカフェまる,おうちかふぇまる,0920050,北海道網走郡美幌町字大通北１丁目１３−３,0152-77-3232,美幌駅,美幌駅から直線距離で1415m,海抜25m,"ピザ
カフェ",43.82379011,144.10288361,
ぶらっさむ,ぶらっさむ,0920012,北海道網走郡美幌町 栄町1-5-3,0152-73-6633,美幌駅,美幌駅から直線距離で952m,海抜18m,カフェ,43.82773015,144.10670053,https://r.gnavi.co.jp/194xruh00000/
時計台,とけいだい,0920031,北海道網走郡美幌町 大通南1-10-3,0152-72-0020,美幌駅,美幌駅から直線距離で1602m,海抜27m,カフェ,43.82206611,144.10294022,https://r.gnavi.co.jp/6wrpfhp30000/
んコーヒーショップ,んこーひーしょっぷ,0920004,北海道網走郡美幌町 字仲町1,0152-72-1974,美幌駅,美幌駅から直線距離で827m,海抜18m,喫茶店・軽食,43.82892012,144.10484194,https://r.gnavi.co.jp/nwka9pns0000/
喫茶室 豆灯,きっさしつとうとう,0920004,北海道網走郡美幌町 仲町2-80-1,0152-72-5675,美幌駅,美幌駅から直線距離で499m,海抜14m,喫茶店・軽食,43.83223896,144.10354469,https://r.gnavi.co.jp/1dsbvvgb0000/
えるぴす,えるぴす,0920004,北海道網走郡美幌町字仲町２丁目,0152-73-1248,美幌駅,美幌駅から直線距離で438m,海抜14m,喫茶店,43.83253362,144.10455237,
Coffee Shop えるぴす,こーひーしょっぷえるぴす,0920004,北海道網走郡美幌町 仲町2-89,0152-73-1248,美幌駅,美幌駅から直線距離で442m,海抜14m,コーヒー,43.83252226,144.10446968,https://r.gnavi.co.jp/n6tvfa3s0000/
biotop,びおとーぷ,0920063,北海道網走郡美幌町 元町40-8,0152-77-3238,美幌駅,美幌駅から直線距離で1624m,海抜22m,カフェ,43.82498388,144.09341291,https://r.gnavi.co.jp/afxezt900000/
ライフインピホロ,らいふいんぴほろ,0920016,北海道網走郡美幌町 瑞治140-6,0152-73-1992,西女満別駅,西女満別駅から直線距離で2761m,海抜7m,カフェ,43.86151393,144.1252844,https://r.gnavi.co.jp/2du2uyaa0000/
モンブラン,もんぶらん,0550107,北海道沙流郡平取町本町４８−１,01457-2-2516,,,海抜42m,甘味処,42.58692513,142.13389114,
軽食 喫茶 モンブラン,けいしょくきっさもんぶらん,0550107,北海道沙流郡平取町 本町48-1,01457-2-2516,,,海抜38m,喫茶店・軽食,42.58656508,142.13422332,https://r.gnavi.co.jp/7sc37ukv0000/
じゃんけんぽん,じゃんけんぽん,0550411,北海道沙流郡平取町 振内町30-11,01457-3-3200,,,海抜87m,喫茶店・軽食,42.72600148,142.30324111,https://r.gnavi.co.jp/gtkh7rce0000/
そよ風にのって,そよかぜにのって,0780343,北海道上川郡比布町 中町2-1-41,0166-85-3046,比布駅,比布駅から直線距離で505m,海抜168m,喫茶店・軽食,43.87355738,142.47737318,https://r.gnavi.co.jp/25b9s7jb0000/
ピピカフェ比布駅,ぴぴかふぇぴっぷえき,0780342,北海道上川郡比布町 西町2 比布駅交流スペース内喫茶,0166-73-8388,比布駅,比布駅から直線距離で96m,海抜167m,カフェ,43.87422098,142.47234881,https://r.gnavi.co.jp/2c9rybem0000/
Calmisscafe,かーみすかふぇ,0780342,北海道上川郡比布町 西町3-6-6,0166-74-5697,比布駅,比布駅から直線距離で121m,海抜167m,カフェ,43.87544036,142.47210409,https://r.gnavi.co.jp/r6zhg79f0000/
道CAFE,みちかふぇ,0780310,北海道上川郡比布町 基線3,0166-76-4919,比布駅,比布駅から直線距離で1957m,海抜157m,カフェ,43.8569539,142.47030856,https://r.gnavi.co.jp/69a58xhh0000/
コーヒーハウスダダ,こーひーはうすだだ,0740003,北海道深川市 三条11-26,0164-22-7096,深川駅,深川駅から直線距離で375m,海抜51m,カフェ,43.72001244,142.04568014,https://r.gnavi.co.jp/jsw256su0000/
ＨＯＳＨＩＮＯＣＡＦＥ,ほしのかふぇ,0740002,北海道深川市２条９−９,0164-34-6166,深川駅,深川駅から直線距離で165m,海抜51m,カフェ,43.72056521,142.04317371,
ふれっぷ,ふれつぷ,0740004,北海道深川市４条９−８,0164-22-3784,深川駅,深川駅から直線距離で343m,海抜50m,喫茶店,43.71888765,142.04415702,
自家焙煎珈琲 ふれっぷ,じかばいせんこーひーふれっぷ,0740004,北海道深川市 四条9-8,0164-22-3784,深川駅,深川駅から直線距離で344m,海抜50m,カフェ,43.71884294,142.04409438,https://r.gnavi.co.jp/738jj0yu0000/
クロタキ喫茶,くろたききっさ,0740004,北海道深川市 四条9-34,0164-23-2836,深川駅,深川駅から直線距離で352m,海抜50m,喫茶店・軽食,43.71841263,142.04340829,https://r.gnavi.co.jp/mjv3fdpz0000/
キルティング・ビー,きるてぃんぐびー,0740004,北海道深川市４条８−１３,0164-22-4161,深川駅,深川駅から直線距離で311m,海抜50m,カフェ,43.71864324,142.04292655,
ミューズ カフェ,みゅーずかふぇ,0740002,北海道深川市 二条8-15,0164-22-7446,深川駅,深川駅から直線距離で140m,海抜50m,喫茶店・軽食,43.72000129,142.04189998,https://r.gnavi.co.jp/5p2mf2jf0000/
セシール喫茶,せしーるきっさ,0740003,北海道深川市 三条8-9,0164-22-5711,深川駅,深川駅から直線距離で206m,海抜50m,喫茶店・軽食,43.7194401,142.04217219,https://r.gnavi.co.jp/1uemn2w10000/
高野喫茶,たかのきっさ,0740003,北海道深川市 三条6-19,0164-22-5793,深川駅,深川駅から直線距離で371m,海抜50m,喫茶店・軽食,43.71809008,142.03960584,https://r.gnavi.co.jp/dvnbcrgc0000/
たいやきＣｏｃｏ,たいやきここ,0740004,北海道深川市４条６−１０,0164-22-7799,深川駅,深川駅から直線距離で395m,海抜50m,甘味処,43.71784593,142.0396797,
eki cafe F cup,えきかふぇえふかっぷ,0741271,北海道深川市 音江町字広里59-7 道の駅内1F,0164-26-3636,深川駅,深川駅から直線距離で3374m,海抜55m,カフェ,43.69940536,142.07048197,https://r.gnavi.co.jp/eh77m0fz0000/
岡本珈琲,おかもとこーひー,0741274,北海道深川市 音江町豊泉96-3,0164-25-1172,深川駅,深川駅から直線距離で4121m,海抜93m,カフェ,43.68565953,142.05599565,https://r.gnavi.co.jp/g65gvy3r0000/
サロンなごみ,さろんなごみ,0780151,北海道深川市 納内町3-1-13,0164-24-2620,納内駅,納内駅から直線距離で194m,海抜68m,喫茶店・軽食,43.73119866,142.13147301,https://r.gnavi.co.jp/abxf91zt0000/
ガーディー,がーでぃー,0780154,北海道深川市納内町グリーンタウン２−５５,0164-24-2629,納内駅,納内駅から直線距離で635m,海抜67m,カフェ,43.73002271,142.1369977,
暮しステーション,くらしすてーしょん,0760011,北海道富良野市 末広町18-5,0167-23-4000,富良野駅,富良野駅から直線距離で737m,海抜170m,カフェ,43.34206147,142.38511214,https://r.gnavi.co.jp/903k5ubx0000/
スイーツカフェ サボール,すいーつかふぇさぼーる,0760024,北海道富良野市 幸町13-1,0167-56-9093,富良野駅,富良野駅から直線距離で632m,海抜170m,カフェ,43.34229727,142.38674922,https://r.gnavi.co.jp/3gt2yrkz0000/
CAFE petit petit furano,かふぇぷてぃぷてぃふらの,0760024,北海道富良野市 幸町8-5 フラノマルシェ2内,0167-56-7412,富良野駅,富良野駅から直線距離で570m,海抜170m,カフェ,43.34272539,142.38724522,https://r.gnavi.co.jp/8v372m8u0000/
菓子司 一久庵,かしつかさいっきゅうあん,0760024,北海道富良野市 幸町7-24,0167-23-2494,富良野駅,富良野駅から直線距離で569m,海抜170m,甘味処,43.34242821,142.38789521,https://r.gnavi.co.jp/h37fjef00000/
ふらのパティスリートロン,ふらのぱてぃすりーとろん,0760024,北海道富良野市幸町１−２３,0167-56-7883,富良野駅,富良野駅から直線距離で472m,海抜170m,甘味処,43.34287559,142.38942948,
シモゾノ珈琲,しもぞのこーひー,0760025,北海道富良野市 日の出町12-2,0167-77-4191,富良野駅,富良野駅から直線距離で268m,海抜171m,コーヒー,43.34525288,142.38891435,https://r.gnavi.co.jp/55gkaeb50000/
独尊,どくそん,0760025,北海道富良野市日の出町１１−８,0167-23-4784,富良野駅,富良野駅から直線距離で266m,海抜171m,喫茶店,43.34492534,142.38946824,
KITCHEN EVELSA,きっちんえべるさ,0760031,北海道富良野市 本町2-27,0167-56-9083,富良野駅,富良野駅から直線距離で297m,海抜170m,カフェ,43.34690254,142.38768654,https://r.gnavi.co.jp/h8jumhpe0000/
ナチュラクス カフェ,なちゅらくすかふぇ,0760026,北海道富良野市 朝日町1-38,0167-22-1038,富良野駅,富良野駅から直線距離で108m,海抜170m,カフェ,43.34724708,142.39011401,https://r.gnavi.co.jp/hpbryd6v0000/
カフェハウスNavo,かふぇはうすなゔぉ,0760022,北海道富良野市 若葉町10-8,0167-56-7993,富良野駅,富良野駅から直線距離で897m,海抜172m,カフェ,43.33897055,142.39355052,https://r.gnavi.co.jp/ahus0jdz0000/
